Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
29.0,Female,80.7,1.74,192.0,121.0,72.0,1:25,839.0,Strength,26.5,1.5,4.0,Beginner,12.32
46.0,Male,69.0,1.88,177.0,120.0,74.0,1:37,1183.0,Strength,23.4,3.6,4.0,Intermediate,14.54
34.0,Male,60.5,1.8,171.0,120.0,68.0,1:34,1452.0,Cardio,27.1,3.2,3.0,Beginner,12.32
51.0,Female,96.3,1.88,166.0,127.0,59.0,1:19,1362.0,Strength,28.1,1.9,2.0,Intermediate,16.31
47.0,Male,48.4,1.65,196.0,148.0,60.0,1:17,1357.0,Cardio,11.3,1.5,3.0,Intermediate,12.51
52.0,Male,77.8,1.59,183.0,135.0,50.0,1:22,949.0,Cardio,27.3,2.9,4.0,Intermediate,23.73
25.0,Male,85.5,1.8,168.0,156.0,69.0,1:23,644.0,Strength,15.7,3.3,2.0,Beginner,12.32
30.0,Male,67.4,1.79,185.0,169.0,59.0,1:16,1398.0,Cardio,18.9,3.4,5.0,Advanced,25.14
36.0,Male,71.0,1.66,168.0,131.0,74.0,1:06,567.0,HIIT,20.3,3.7,4.0,Beginner,28.31
21.0,Male,47.8,1.62,173.0,129.0,74.0,1:35,1638.0,HIIT,25.8,2.4,3.0,Intermediate,12.32
41.0,Male,40.0,1.74,166.0,154.0,71.0,1:07,1356.0,HIIT,20.1,2.8,3.0,Advanced,15.67
51.0,Male,43.9,1.78,194.0,136.0,51.0,0:58,1293.0,Strength,27.0,1.5,2.0,Beginner,15.75
47.0,Male,59.6,1.88,192.0,125.0,50.0,1:19,1108.0,Yoga,30.6,2.3,3.0,Intermediate,12.32
22.0,Female,56.1,1.91,167.0,122.0,70.0,1:23,1183.0,Cardio,24.9,2.7,2.0,Beginner,12.32
18.0,Male,56.5,1.93,177.0,156.0,52.0,1:31,1419.0,Strength,22.3,3.5,4.0,Intermediate,16.43
46.0,Female,56.7,1.97,199.0,160.0,56.0,1:18,1215.0,HIIT,26.4,2.4,3.0,Beginner,16.02
43.0,Female,47.1,1.81,166.0,149.0,69.0,0:45,998.0,HIIT,22.2,3.0,4.0,Beginner,29.69
51.0,Male,65.1,1.85,185.0,130.0,60.0,2:00,717.0,Cardio,22.2,1.9,2.0,Intermediate,15.62
55.0,Female,60.6,1.68,185.0,124.0,70.0,1:21,1447.0,HIIT,24.0,2.0,4.0,Beginner,18.66
42.0,Female,101.0,1.56,186.0,168.0,56.0,1:11,650.0,HIIT,27.6,3.6,4.0,Beginner,24.46
31.0,Female,66.4,1.76,175.0,140.0,69.0,1:33,640.0,Strength,24.7,3.5,4.0,Intermediate,29.07
49.0,Male,97.1,2.0,174.0,153.0,74.0,1:15,763.0,Strength,10.0,2.6,2.0,Intermediate,23.64
44.0,Male,86.1,1.73,178.0,140.0,51.0,1:07,1244.0,Strength,22.7,3.4,3.0,Advanced,19.23
37.0,Female,58.7,1.78,195.0,154.0,59.0,1:20,1015.0,Cardio,29.5,2.8,2.0,Advanced,18.67
37.0,Female,69.1,1.74,175.0,127.0,53.0,1:36,1411.0,Strength,31.9,3.6,2.0,Intermediate,18.07
53.0,Male,67.3,1.5,199.0,151.0,60.0,1:02,593.0,HIIT,15.8,3.4,4.0,Intermediate,12.32
47.0,Female,59.2,1.67,182.0,169.0,57.0,1:03,1252.0,HIIT,31.5,2.2,3.0,Intermediate,23.65
46.0,Female,119.6,1.71,176.0,129.0,53.0,1:15,1144.0,HIIT,23.9,1.7,4.0,Intermediate,12.32
53.0,Male,80.1,1.69,188.0,167.0,74.0,2:00,1196.0,Strength,13.0,2.3,3.0,Beginner,14.85
42.0,Male,59.1,1.65,183.0,138.0,71.0,2:00,957.0,Strength,21.2,2.0,2.0,Intermediate,35.06
36.0,Male,53.4,1.75,177.0,120.0,70.0,0:40,1257.0,Yoga,26.7,2.7,5.0,Intermediate,35.28
18.0,Male,98.9,1.58,181.0,126.0,68.0,1:28,1330.0,Cardio,27.5,3.1,3.0,Intermediate,12.32
41.0,Female,112.2,1.81,188.0,159.0,53.0,1:09,995.0,Yoga,30.3,3.3,3.0,Intermediate,18.28
30.0,Male,101.6,1.73,190.0,133.0,56.0,1:22,1047.0,Cardio,22.1,3.2,3.0,Advanced,36.707499999999996
19.0,Female,74.7,1.85,194.0,127.0,74.0,0:39,1105.0,Cardio,19.4,3.6,2.0,Intermediate,16.46
22.0,Male,68.4,1.86,175.0,129.0,66.0,1:59,895.0,Cardio,20.0,3.6,5.0,Beginner,16.16
22.0,Female,86.2,1.93,167.0,145.0,62.0,1:44,640.0,Strength,18.6,3.3,3.0,Beginner,29.48
51.0,Male,98.9,1.85,181.0,138.0,70.0,1:29,859.0,Cardio,25.0,1.5,2.0,Intermediate,25.3
27.0,Female,50.6,2.0,174.0,129.0,68.0,1:20,1179.0,HIIT,31.0,2.0,5.0,Intermediate,24.12
56.0,Female,68.1,2.0,168.0,160.0,74.0,1:23,1350.0,Yoga,23.8,3.3,5.0,Intermediate,17.05
22.0,Female,53.0,1.83,199.0,129.0,74.0,0:52,540.0,Strength,11.9,3.1,4.0,Intermediate,15.29
28.0,Male,59.2,1.68,187.0,127.0,54.0,1:31,466.0,Strength,27.3,2.9,2.0,Advanced,12.32
35.0,Male,40.0,2.0,169.0,138.0,72.0,1:04,576.0,Strength,31.2,2.9,2.0,Advanced,20.21
48.0,Male,90.4,2.0,193.0,156.0,59.0,1:46,1246.0,Cardio,24.4,2.3,3.0,Intermediate,13.35
25.0,Female,74.6,1.63,182.0,160.0,60.0,0:55,1028.0,HIIT,14.8,3.5,3.0,Intermediate,18.08
35.0,Female,56.2,1.74,170.0,151.0,66.0,0:59,1215.0,Strength,26.9,2.9,4.0,Intermediate,20.61
18.0,Male,63.0,1.66,191.0,168.0,74.0,0:53,456.0,Strength,24.5,2.7,3.0,Intermediate,14.75
50.0,Female,76.1,1.82,191.0,146.0,54.0,1:07,817.0,Cardio,25.0,3.2,2.0,Beginner,14.5
52.0,Male,66.6,1.56,175.0,152.0,60.0,1:02,1783.0,Yoga,15.4,2.7,4.0,Intermediate,36.707499999999996
32.0,Female,45.9,1.83,192.0,120.0,55.0,1:29,808.0,Yoga,22.4,1.5,3.0,Beginner,17.82
31.0,Female,86.4,1.59,187.0,169.0,50.0,2:00,1336.0,Yoga,27.6,1.6,4.0,Beginner,14.57
30.0,Female,54.9,1.93,187.0,165.0,70.0,0:56,836.0,Cardio,26.7,3.7,4.0,Intermediate,13.37
21.0,Male,91.2,1.7,194.0,142.0,62.0,0:54,1090.0,Strength,33.3,3.7,3.0,Intermediate,17.63
46.0,Male,54.2,1.91,171.0,169.0,67.0,0:54,771.0,HIIT,14.0,2.6,3.0,Advanced,26.79
22.0,Female,60.8,1.77,169.0,130.0,74.0,1:06,1298.0,Cardio,25.4,3.3,2.0,Advanced,13.58
30.0,Male,46.8,1.67,164.0,153.0,74.0,1:31,684.0,Cardio,15.2,2.3,4.0,Intermediate,12.32
31.0,Female,48.1,1.58,181.0,125.0,70.0,1:52,695.0,HIIT,23.1,3.3,3.0,Intermediate,26.69
36.0,Male,56.5,1.61,189.0,123.0,58.0,2:00,1093.0,Yoga,32.6,3.5,3.0,Advanced,25.74
55.0,Female,78.4,1.59,171.0,132.0,74.0,2:00,1182.0,HIIT,13.6,3.7,3.0,Beginner,12.32
44.0,Male,78.2,1.8,171.0,169.0,59.0,1:47,1730.0,HIIT,17.0,3.5,5.0,Beginner,18.17
34.0,Female,74.2,1.83,194.0,153.0,60.0,1:14,1632.0,Strength,27.3,3.0,4.0,Intermediate,20.18
57.0,Female,84.0,1.95,199.0,142.0,51.0,1:39,872.0,Strength,17.5,3.4,4.0,Beginner,21.88
47.0,Female,79.2,1.81,160.0,169.0,74.0,1:16,595.0,Yoga,19.0,3.3,2.0,Intermediate,20.55
20.0,Female,102.9,1.61,172.0,146.0,70.0,1:34,1113.0,Yoga,23.5,3.2,3.0,Advanced,21.82
37.0,Female,94.5,1.73,198.0,135.0,74.0,1:09,717.0,Strength,23.8,1.6,4.0,Advanced,17.52
54.0,Female,52.6,1.81,167.0,167.0,53.0,1:27,988.0,Yoga,26.7,2.4,2.0,Beginner,27.97
25.0,Male,40.0,1.56,195.0,132.0,57.0,0:39,499.0,Yoga,16.7,3.4,3.0,Intermediate,12.32
45.0,Male,76.6,1.77,181.0,122.0,64.0,1:49,1186.0,Cardio,19.1,3.5,2.0,Beginner,20.79
25.0,Female,61.1,1.72,176.0,162.0,53.0,0:55,1378.0,Strength,15.0,3.4,4.0,Beginner,12.62
31.0,Female,48.4,1.81,178.0,120.0,71.0,1:26,1004.0,Strength,23.1,1.5,3.0,Beginner,31.33
28.0,Female,77.8,1.62,164.0,161.0,70.0,1:31,1095.0,Strength,23.1,3.5,5.0,Intermediate,21.22
48.0,Male,119.9,1.73,165.0,156.0,66.0,0:59,781.0,Cardio,18.5,3.6,3.0,Beginner,18.18
39.0,Female,84.0,1.79,176.0,126.0,72.0,1:30,1057.0,HIIT,28.0,3.3,3.0,Beginner,30.44
34.0,Male,80.7,1.8,193.0,153.0,57.0,1:10,930.0,Yoga,27.2,2.3,3.0,Beginner,13.63
24.0,Female,102.6,1.67,190.0,132.0,73.0,1:24,800.0,Yoga,28.3,1.5,3.0,Intermediate,18.79
42.0,Female,57.1,1.84,199.0,163.0,74.0,1:11,303.0,Strength,21.3,2.7,3.0,Beginner,14.84
18.0,Female,98.5,1.99,187.0,153.0,57.0,1:57,859.0,Yoga,22.7,1.9,3.0,Intermediate,15.7
23.0,Female,68.0,1.74,175.0,120.0,68.0,1:00,694.0,HIIT,24.5,3.5,5.0,Intermediate,17.47
18.0,Male,40.0,1.82,177.0,127.0,74.0,0:43,352.0,Yoga,26.0,3.4,3.0,Intermediate,28.42
50.0,Male,41.9,2.0,199.0,161.0,74.0,1:14,953.0,Cardio,24.6,3.2,3.0,Intermediate,16.02
18.0,Male,60.5,1.57,177.0,131.0,59.0,1:18,1286.0,HIIT,28.1,2.6,3.0,Intermediate,19.42
46.0,Male,40.7,1.66,190.0,169.0,58.0,0:55,760.0,HIIT,27.2,3.5,5.0,Intermediate,18.76
18.0,Female,53.8,1.7,197.0,120.0,69.0,1:00,1274.0,Strength,31.4,2.4,3.0,Advanced,15.72
46.0,Male,54.0,1.82,177.0,163.0,63.0,1:23,979.0,Yoga,33.7,3.7,2.0,Intermediate,14.05
24.0,Male,105.7,2.0,187.0,145.0,58.0,1:28,1002.0,Strength,25.9,2.5,3.0,Beginner,36.707499999999996
30.0,Female,57.7,1.76,160.0,152.0,59.0,1:49,314.0,Cardio,23.2,1.8,4.0,Advanced,12.32
24.0,Male,72.7,2.0,190.0,131.0,56.0,1:19,1126.0,Cardio,12.6,3.6,2.0,Intermediate,23.15
39.0,Male,81.9,1.72,187.0,156.0,53.0,1:11,1329.0,Yoga,24.2,3.4,4.0,Intermediate,12.91
48.0,Female,65.1,1.79,189.0,120.0,74.0,1:15,325.0,Strength,23.5,2.1,5.0,Advanced,28.56
28.0,Female,67.8,1.57,198.0,135.0,67.0,2:00,1062.0,Strength,30.5,1.5,3.0,Beginner,14.86
53.0,Female,55.0,1.6,181.0,133.0,74.0,1:15,645.0,Strength,28.2,2.4,4.0,Beginner,21.6
50.0,Female,61.5,1.57,199.0,139.0,71.0,0:57,798.0,Cardio,22.5,3.5,4.0,Intermediate,17.3
27.0,Male,64.2,1.89,188.0,143.0,51.0,2:00,1662.0,Strength,23.0,3.1,4.0,Intermediate,17.41
38.0,Male,76.7,1.99,192.0,131.0,74.0,1:08,1263.0,Strength,28.3,1.6,5.0,Beginner,14.98
54.0,Female,58.1,1.57,182.0,169.0,74.0,1:35,649.0,Cardio,19.7,3.4,3.0,Intermediate,23.19
33.0,Female,58.2,1.62,170.0,163.0,60.0,1:12,1524.0,Cardio,26.5,2.8,3.0,Intermediate,12.32
46.0,Male,55.1,1.62,170.0,166.0,52.0,1:01,1370.0,Cardio,34.4,1.8,2.0,Beginner,26.04
32.0,Female,51.2,1.9,162.0,160.0,60.0,1:15,988.0,Cardio,21.6,2.5,3.0,Intermediate,22.51
43.0,Male,40.0,1.95,162.0,138.0,58.0,2:00,918.0,Yoga,26.4,1.8,4.0,Intermediate,18.66
22.0,Female,54.1,1.76,178.0,127.0,65.0,1:25,501.0,Strength,29.2,3.7,4.0,Beginner,22.15
24.0,Male,58.8,1.89,163.0,150.0,73.0,1:16,800.0,Strength,27.1,2.5,2.0,Intermediate,15.86
27.0,Female,40.0,1.8,162.0,140.0,74.0,1:25,901.0,HIIT,22.2,2.5,5.0,Beginner,29.73
41.0,Male,53.0,1.62,161.0,142.0,61.0,1:25,761.0,Strength,21.0,3.3,3.0,Beginner,20.51
18.0,Female,83.5,1.67,162.0,169.0,70.0,1:32,1389.0,Cardio,12.1,1.7,2.0,Beginner,33.8
51.0,Female,58.6,2.0,162.0,150.0,55.0,1:16,1030.0,Strength,16.7,3.4,3.0,Intermediate,36.707499999999996
18.0,Female,40.0,1.9,166.0,169.0,57.0,1:16,1556.0,Strength,17.4,2.1,2.0,Advanced,19.51
44.0,Female,91.2,1.87,194.0,141.0,66.0,1:39,1345.0,Yoga,22.7,2.5,2.0,Beginner,15.5
31.0,Male,60.7,1.62,198.0,120.0,71.0,1:21,967.0,Yoga,31.2,3.2,4.0,Intermediate,23.83
36.0,Male,62.2,1.5,192.0,132.0,61.0,2:00,913.0,HIIT,11.4,1.5,3.0,Intermediate,22.96
23.0,Female,62.1,1.83,168.0,149.0,51.0,1:23,1135.0,Yoga,26.1,2.0,3.0,Intermediate,21.35
24.0,Male,79.0,1.62,177.0,169.0,73.0,1:00,887.0,Yoga,25.0,3.5,2.0,Advanced,12.32
38.0,Male,58.4,1.65,169.0,141.0,53.0,2:00,1109.0,Yoga,24.0,2.3,2.0,Beginner,35.49
31.0,Female,75.8,1.7,199.0,129.0,60.0,0:52,922.0,HIIT,24.2,1.9,2.0,Beginner,15.58
55.0,Female,65.5,1.94,170.0,123.0,74.0,1:22,787.0,HIIT,28.7,3.1,3.0,Beginner,17.0
52.0,Female,81.0,1.62,178.0,146.0,53.0,1:26,1628.0,Strength,25.4,2.5,4.0,Beginner,17.41
18.0,Male,48.7,1.75,187.0,141.0,70.0,2:00,1266.0,Cardio,34.4,2.6,3.0,Beginner,36.707499999999996
56.0,Female,85.2,1.6,163.0,151.0,51.0,1:15,672.0,Yoga,26.5,1.7,3.0,Beginner,21.05
33.0,Male,73.3,1.86,187.0,123.0,60.0,1:13,1254.0,Cardio,35.0,1.9,4.0,Beginner,15.26
33.0,Female,44.9,1.73,176.0,158.0,74.0,2:00,905.0,Strength,27.0,2.1,3.0,Intermediate,23.8
39.0,Male,59.9,1.71,174.0,131.0,50.0,1:24,733.0,Yoga,24.7,2.9,2.0,Intermediate,19.74
40.0,Male,43.9,1.92,186.0,143.0,74.0,0:49,1018.0,Yoga,12.0,3.1,3.0,Beginner,29.23
20.0,Male,40.0,1.52,164.0,144.0,65.0,1:31,629.0,Strength,22.6,3.1,4.0,Beginner,22.23
26.0,Male,65.9,1.99,166.0,127.0,71.0,1:04,1218.0,Cardio,22.0,2.6,4.0,Intermediate,13.91
21.0,Female,59.8,1.65,162.0,169.0,74.0,1:30,1130.0,Cardio,30.4,3.2,5.0,Advanced,12.32
36.0,Female,77.7,1.66,193.0,120.0,72.0,1:12,1115.0,Strength,11.3,2.2,2.0,Advanced,22.23
30.0,Male,61.6,1.77,170.0,130.0,74.0,2:00,1068.0,Yoga,24.3,1.5,5.0,Intermediate,24.78
18.0,Female,44.2,1.64,171.0,164.0,66.0,1:08,1083.0,Yoga,16.1,2.2,5.0,Intermediate,18.36
22.0,Male,63.7,1.85,192.0,122.0,53.0,1:03,1032.0,Yoga,24.4,2.5,3.0,Advanced,13.95
45.0,Male,54.4,1.55,182.0,139.0,74.0,2:00,1179.0,HIIT,24.3,3.1,5.0,Advanced,12.32
18.0,Female,77.7,1.55,178.0,131.0,67.0,1:23,1259.0,Strength,14.8,2.4,3.0,Intermediate,12.32
18.0,Male,57.6,1.74,172.0,120.0,74.0,1:27,635.0,Strength,15.0,3.2,2.0,Advanced,12.8
20.0,Male,75.6,1.74,192.0,128.0,72.0,1:51,906.0,Cardio,21.4,3.3,4.0,Intermediate,34.73
47.0,Male,85.5,1.84,172.0,152.0,68.0,0:58,773.0,Cardio,24.1,2.6,2.0,Intermediate,19.61
31.0,Female,53.5,1.68,180.0,155.0,57.0,0:51,875.0,Strength,22.6,3.3,2.0,Beginner,20.61
47.0,Male,78.8,1.82,167.0,144.0,66.0,1:39,1163.0,Cardio,31.7,2.8,4.0,Intermediate,15.78
20.0,Male,40.0,1.97,173.0,133.0,74.0,2:00,916.0,Cardio,18.8,2.3,2.0,Beginner,13.57
56.0,Male,51.5,1.66,198.0,167.0,70.0,2:00,843.0,Strength,24.2,2.4,3.0,Advanced,25.65
24.0,Male,80.9,1.74,181.0,128.0,61.0,1:11,1705.0,HIIT,10.0,2.7,4.0,Beginner,12.32
29.0,Female,85.3,1.68,161.0,133.0,74.0,1:26,1269.0,Cardio,26.1,2.5,4.0,Advanced,15.99
18.0,Female,47.8,1.73,162.0,136.0,56.0,1:25,562.0,Cardio,23.9,3.4,3.0,Beginner,14.48
36.0,Female,87.9,1.54,177.0,129.0,58.0,1:55,1010.0,Cardio,21.1,3.3,3.0,Beginner,29.54
49.0,Female,43.6,1.68,170.0,124.0,73.0,0:56,739.0,Yoga,27.6,3.5,4.0,Intermediate,30.46
40.0,Female,55.7,1.6,184.0,133.0,72.0,1:23,749.0,Yoga,23.7,2.6,4.0,Intermediate,24.88
31.0,Female,52.7,1.65,199.0,138.0,74.0,1:55,1102.0,HIIT,24.0,3.3,2.0,Advanced,18.38
47.0,Female,87.1,1.7,174.0,160.0,63.0,1:23,562.0,HIIT,26.0,3.7,5.0,Beginner,26.61
44.0,Male,94.4,1.82,182.0,140.0,57.0,1:22,1369.0,HIIT,20.7,3.2,3.0,Beginner,22.79
46.0,Male,44.9,1.93,177.0,154.0,58.0,2:00,1434.0,HIIT,31.4,3.5,4.0,Intermediate,12.32
55.0,Male,61.9,1.74,163.0,140.0,73.0,0:58,598.0,Strength,23.6,3.1,2.0,Beginner,27.13
24.0,Male,83.4,1.7,162.0,169.0,51.0,1:52,879.0,Yoga,26.4,3.3,4.0,Beginner,21.68
18.0,Female,83.6,1.84,186.0,137.0,73.0,1:19,1338.0,Strength,35.0,2.6,2.0,Intermediate,30.41
18.0,Male,87.3,1.71,199.0,145.0,65.0,1:09,1783.0,Cardio,30.0,3.3,3.0,Advanced,12.32
18.0,Female,80.7,2.0,184.0,142.0,74.0,0:43,1221.0,Yoga,25.6,1.9,2.0,Intermediate,18.28
33.0,Female,62.6,1.71,192.0,158.0,57.0,1:59,1081.0,Yoga,31.3,3.5,2.0,Intermediate,31.79
19.0,Male,41.9,1.69,176.0,138.0,74.0,1:53,1010.0,Yoga,27.9,2.6,2.0,Intermediate,17.97
58.0,Male,47.6,1.84,182.0,155.0,66.0,1:35,635.0,Yoga,11.2,2.6,4.0,Advanced,13.65
18.0,Female,121.99999999999999,1.76,168.0,135.0,50.0,1:18,1208.0,HIIT,25.1,2.0,3.0,Intermediate,13.89
58.0,Female,73.3,1.69,180.0,156.0,72.0,1:36,1350.0,Yoga,25.4,3.0,4.0,Beginner,36.707499999999996
47.0,Male,45.4,1.81,189.0,128.0,55.0,1:00,662.0,Strength,28.6,3.6,4.0,Beginner,29.15
47.0,Male,50.6,1.65,192.0,169.0,63.0,1:21,594.0,Strength,25.5,2.2,5.0,Intermediate,28.24
56.0,Male,54.0,1.92,190.0,129.0,73.0,0:36,985.0,HIIT,21.6,2.5,3.0,Intermediate,12.32
34.0,Female,73.1,1.73,166.0,161.0,69.0,1:38,765.0,Yoga,27.0,3.3,4.0,Intermediate,21.47
29.0,Female,66.1,1.63,181.0,169.0,71.0,1:28,666.0,HIIT,30.6,1.6,5.0,Beginner,17.15
18.0,Male,59.0,1.78,173.0,169.0,51.0,1:04,904.0,Strength,18.9,3.2,2.0,Advanced,12.32
33.0,Female,94.2,1.86,172.0,148.0,61.0,1:20,685.0,Cardio,28.9,1.8,3.0,Beginner,22.89
38.0,Male,40.0,1.86,187.0,126.0,71.0,1:36,1059.0,Cardio,14.7,3.0,2.0,Intermediate,12.32
18.0,Female,73.6,1.53,186.0,128.0,50.0,1:27,1222.0,Cardio,25.2,2.3,3.0,Beginner,14.92
31.0,Female,60.2,1.75,166.0,155.0,57.0,0:55,819.0,Cardio,10.0,3.2,5.0,Beginner,12.32
18.0,Male,72.8,1.84,174.0,152.0,62.0,1:19,730.0,Cardio,23.5,2.1,2.0,Advanced,12.32
33.0,Female,40.0,1.63,165.0,159.0,74.0,2:00,935.0,Yoga,28.2,1.6,2.0,Advanced,12.98
33.0,Female,99.6,1.72,164.0,169.0,70.0,1:24,962.0,HIIT,23.6,3.7,5.0,Intermediate,28.7
55.0,Male,64.4,1.76,163.0,144.0,74.0,1:28,717.0,Cardio,26.7,1.7,2.0,Advanced,21.26
50.0,Female,56.4,1.67,193.0,128.0,59.0,1:53,1190.0,HIIT,17.5,3.7,2.0,Intermediate,12.32
21.0,Male,45.2,1.73,198.0,156.0,59.0,1:04,1562.0,Cardio,24.2,2.8,4.0,Intermediate,22.25
33.0,Female,60.7,2.0,188.0,169.0,74.0,1:25,705.0,Cardio,23.3,3.2,4.0,Intermediate,21.91
42.0,Male,53.6,1.86,199.0,167.0,62.0,2:00,1096.0,Strength,21.9,3.4,3.0,Beginner,20.71
35.0,Female,64.3,1.79,188.0,148.0,62.0,1:37,1192.0,HIIT,16.3,2.2,5.0,Intermediate,13.91
18.0,Male,78.0,1.51,182.0,169.0,64.0,1:03,990.0,Strength,31.4,3.1,3.0,Intermediate,12.32
46.0,Male,50.2,1.8,193.0,132.0,74.0,1:12,893.0,HIIT,28.4,3.4,3.0,Advanced,15.85
29.0,Female,57.0,1.62,188.0,126.0,70.0,2:00,998.0,Yoga,17.9,3.4,4.0,Beginner,13.32
28.0,Female,43.3,1.78,193.0,128.0,72.0,1:16,1479.0,HIIT,26.3,3.4,3.0,Beginner,31.04
18.0,Male,65.9,1.78,170.0,135.0,69.0,2:00,1734.0,Yoga,23.9,3.1,3.0,Beginner,24.81
18.0,Female,61.0,1.51,173.0,146.0,58.0,2:00,1403.0,Cardio,21.7,2.1,2.0,Intermediate,12.32
22.0,Male,71.0,1.72,192.0,128.0,59.0,1:26,1436.0,Cardio,28.5,3.2,3.0,Intermediate,17.82
42.0,Female,57.3,1.76,174.0,131.0,74.0,1:07,841.0,Yoga,22.1,1.9,4.0,Advanced,12.46
26.0,Male,95.2,1.68,163.0,142.0,68.0,0:42,1196.0,Strength,24.2,3.7,4.0,Intermediate,19.46
49.0,Female,68.8,1.66,190.0,137.0,63.0,2:00,1023.0,Yoga,26.2,2.6,2.0,Beginner,15.5
43.0,Female,69.7,1.75,193.0,162.0,53.0,0:31,1262.0,Cardio,26.1,1.5,3.0,Intermediate,22.68
34.0,Female,102.9,1.64,188.0,124.0,74.0,1:14,700.0,Strength,24.2,3.3,4.0,Beginner,14.76
23.0,Female,90.5,1.5,182.0,148.0,67.0,1:09,1204.0,Strength,23.3,2.8,2.0,Intermediate,15.69
29.0,Female,40.0,1.72,194.0,127.0,68.0,1:30,1005.0,HIIT,27.1,2.1,2.0,Beginner,21.98
31.0,Male,81.9,1.63,168.0,126.0,56.0,1:10,760.0,Cardio,23.1,2.1,4.0,Intermediate,12.32
38.0,Male,99.6,1.6,173.0,132.0,56.0,1:00,1128.0,Strength,30.6,3.4,2.0,Intermediate,16.92
18.0,Female,65.7,1.72,180.0,169.0,56.0,2:00,1005.0,HIIT,27.0,3.0,3.0,Intermediate,21.61
41.0,Female,85.7,1.66,170.0,134.0,74.0,1:41,475.0,Yoga,11.1,1.5,4.0,Beginner,17.33
45.0,Male,70.9,2.0,198.0,128.0,73.0,1:11,1064.0,HIIT,27.8,1.5,3.0,Beginner,27.46
49.0,Female,59.2,1.55,185.0,169.0,63.0,1:19,1169.0,Yoga,25.1,1.7,4.0,Beginner,27.18
55.0,Female,53.8,1.52,191.0,136.0,55.0,1:10,1102.0,HIIT,20.4,3.6,3.0,Intermediate,23.84
18.0,Female,68.1,1.66,160.0,120.0,65.0,1:25,1343.0,Cardio,27.2,3.3,4.0,Beginner,25.77
41.0,Female,105.1,1.67,194.0,127.0,68.0,1:18,1068.0,Strength,30.6,3.5,3.0,Advanced,17.65
51.0,Male,58.8,1.63,188.0,155.0,59.0,1:06,897.0,Cardio,24.7,3.3,2.0,Beginner,21.73
20.0,Male,52.9,1.8,163.0,159.0,57.0,1:26,1117.0,Strength,27.1,3.3,3.0,Beginner,27.72
23.0,Male,68.6,1.8,196.0,138.0,65.0,1:04,578.0,Strength,16.8,2.6,2.0,Beginner,21.41
39.0,Male,76.2,1.77,164.0,169.0,74.0,2:00,1196.0,HIIT,28.7,3.3,2.0,Beginner,17.38
47.0,Male,68.2,1.58,164.0,140.0,72.0,1:00,1316.0,HIIT,28.1,2.6,2.0,Advanced,16.35
18.0,Male,40.0,1.64,160.0,152.0,56.0,1:11,1317.0,Cardio,19.2,1.8,3.0,Beginner,28.02
29.0,Male,46.8,1.7,195.0,153.0,59.0,1:19,1178.0,Cardio,24.7,3.4,3.0,Intermediate,26.27
33.0,Male,58.1,1.65,168.0,130.0,60.0,1:10,850.0,Strength,22.4,3.1,3.0,Intermediate,12.32
45.0,Female,55.2,1.9,175.0,156.0,67.0,1:23,854.0,Strength,24.5,2.5,5.0,Beginner,12.32
22.0,Male,52.3,1.66,190.0,146.0,59.0,0:45,1186.0,Yoga,21.4,3.3,2.0,Intermediate,15.38
37.0,Female,40.0,1.66,176.0,134.0,57.0,2:00,931.0,Strength,27.2,2.7,3.0,Intermediate,23.21
18.0,Female,53.9,1.73,177.0,157.0,73.0,1:14,1483.0,Cardio,10.0,3.5,3.0,Beginner,15.92
52.0,Male,54.9,1.67,167.0,144.0,69.0,2:00,997.0,Strength,16.4,2.5,4.0,Intermediate,18.27
18.0,Male,62.7,1.87,184.0,141.0,59.0,1:35,708.0,Cardio,10.3,1.5,2.0,Intermediate,13.14
57.0,Female,98.3,1.71,162.0,126.0,61.0,0:57,366.0,HIIT,22.7,3.3,3.0,Intermediate,20.61
40.0,Female,71.4,1.92,171.0,167.0,57.0,0:37,1412.0,Strength,10.0,1.8,3.0,Beginner,18.19
33.0,Male,74.6,1.58,172.0,165.0,68.0,1:23,1271.0,Yoga,15.6,2.7,2.0,Intermediate,13.23
51.0,Male,47.1,2.0,177.0,163.0,65.0,1:17,1140.0,Yoga,21.9,2.8,5.0,Beginner,14.85
46.0,Female,49.2,1.5,184.0,120.0,73.0,2:00,832.0,Yoga,25.9,3.3,3.0,Beginner,15.31
51.0,Male,80.8,2.0,167.0,129.0,55.0,1:31,1454.0,Cardio,33.9,1.6,3.0,Beginner,12.58
59.0,Female,85.7,1.6,182.0,140.0,72.0,2:00,1243.0,Yoga,33.4,1.5,4.0,Advanced,24.01
18.0,Male,42.3,1.64,198.0,169.0,65.0,1:33,1199.0,Cardio,26.4,3.2,4.0,Beginner,15.26
23.0,Female,41.5,1.89,188.0,129.0,59.0,1:21,532.0,HIIT,27.6,3.4,3.0,Intermediate,20.79
22.0,Male,84.3,1.6,173.0,127.0,72.0,0:48,911.0,HIIT,24.0,3.3,5.0,Beginner,13.86
34.0,Male,82.4,1.66,192.0,148.0,72.0,1:06,1090.0,Strength,26.3,3.4,2.0,Intermediate,18.08
